501	-0.456
502	-0.4584
503	-0.3711
504	-0.2776
505	-0.1982
506	-0.2496
507	-0.2031
508	-0.2536
509	-0.2713
510	-0.2058
511	-0.3011
512	-0.3003
513	-0.3071
514	-0.2918
515	-0.2714
516	-0.1772
517	-0.1738
518	-0.238
519	-0.2585
520	-0.2078
521	-0.237
522	-0.3985
523	-0.4474
524	-0.3363
525	-0.4492
526	-0.5075
527	-0.4603
528	-0.4636
529	-0.5123
530	-0.5048
531	-0.5638
532	-0.5863
533	-0.5433
534	-0.4927
535	-0.4542
536	-0.4988
537	-0.5198
538	-0.5424
539	-0.552
540	-0.5095
541	-0.4938
542	-0.6315
543	-0.5659
544	-0.3717
545	-0.5008
546	-0.4351
547	-0.4667
548	-0.4699
549	-0.5053
550	-0.4493
551	-0.5323
552	-0.4627
553	-0.4735
554	-0.4309
555	-0.4385
556	-0.4546
557	-0.3543
558	-0.2528
559	-0.3198
560	-0.2886
561	-0.2179
562	-0.3129
563	-0.1898
564	-0.2645
565	-0.5226
566	-0.4525
567	-0.5209
568	-0.4613
569	-0.4493
570	-0.4704
571	-0.6531
572	-0.6874
573	-0.6657
574	-0.6477
575	-0.5705
576	-0.553
577	-0.5318
578	-0.5666
579	-0.3935
580	-0.5002
581	-0.4095
582	-0.552
583	-0.5754
584	-0.6067
585	-0.4992
586	-0.472
587	-0.5403
588	-0.4154
589	-0.545
590	-0.5268
591	-0.5504
592	-0.3348
593	-0.4475
594	-0.6302
595	-0.5929
596	-0.3903
597	-0.4708
598	-0.3898
599	-0.4609
600	-0.4338
601	-0.4201
602	-0.4236
603	-0.4829
604	-0.4963
605	-0.5765
606	-0.5287
607	-0.3661
608	-0.5165
609	-0.5299
610	-0.5794
611	-0.5601
612	-0.4508
613	-0.381
614	-0.334
615	-0.299
616	-0.391
617	-0.4662
618	-0.3036
619	-0.3797
620	-0.3738
621	-0.4087
622	-0.3167
623	-0.03595
624	-0.01489
625	-0.128
626	-0.005349
627	-0.09964
628	-0.1962
629	-0.1875
630	-0.1573
631	-0.1395
632	-0.2211
633	-0.452
634	-0.3927
635	-0.1942
636	-0.1318
637	-0.01014
638	-0.1309
639	-0.06899
640	0.06664
641	0.1653
642	0.2799
643	0.2907
644	0.3606
645	0.2276
646	0.01554
647	-0.06829
648	-0.05217
649	-0.1059
650	-0.2005
651	-0.1571
652	-0.3777
653	-0.4946
654	-0.4283
655	-0.5984
656	-0.6195
657	-0.4699
658	-0.4718
659	-0.4529
660	-0.4445
661	-0.5438
662	-0.5225
663	-0.5122
664	-0.4995
665	-0.584
666	-0.6948
667	-0.6971
668	-0.7531
669	-0.7164
670	-0.7459
671	-0.4712
672	-0.4998
673	-0.653
674	-0.5353
675	-0.5747
676	-0.3965
677	-0.3596
678	-0.4755
679	-0.4227
680	-0.4543
681	-0.5106
682	-0.4458
683	-0.476
684	-0.3194
685	-0.2006
686	-0.01833
687	-0.1334
688	-0.1455
689	-0.01111
690	-0.193
691	-0.1816
692	-0.1569
693	-0.1637
694	-0.2772
695	-0.2768
696	-0.4174
697	-0.3874
698	-0.4105
699	-0.2785
700	-0.2008
701	-0.3028
702	-0.3097
703	-0.149
704	-0.1157
705	-0.1901
706	-0.3049
707	-0.1991
708	-0.08505
709	-0.295
710	-0.3178
711	-0.2217
712	-0.1369
713	-0.137
714	-0.2513
715	-0.2294
716	-0.37
717	-0.2793
718	-0.296
719	-0.2972
720	-0.2108
721	-0.383
722	-0.4411
723	-0.6654
724	-0.6902
725	-0.7041
726	-0.8957
727	-0.9683
728	-1.037
729	-0.9387
730	-0.963
731	-0.906
732	-0.8426
733	-0.8032
734	-0.7637
735	-0.7308
736	-0.6955
737	-0.5744
738	-0.6149
739	-0.7178
740	-0.5892
741	-0.642
742	-0.5563
743	-0.5669
744	-0.5522
745	-0.5578
746	-0.5323
747	-0.6213
748	-0.6794
749	-0.5984
750	-0.7043
751	-0.661
752	-0.6792
753	-0.593
754	-0.566
755	-0.6295
756	-0.7158
757	-0.5324
758	-0.4953
759	-0.6184
760	-0.6103
761	-0.5724
762	-0.4706
763	-0.2991
764	-0.4861
765	-0.6786
766	-0.5856
767	-0.7054
768	-0.9105
769	-0.8898
770	-0.7505
771	-0.5203
772	-0.5896
773	-0.6563
774	-0.7832
775	-0.8195
776	-0.7887
777	-0.9442
778	-1.049
779	-1.009
780	-0.9922
781	-1.113
782	-1.138
783	-1.078
784	-1.048
785	-0.9311
786	-1.001
787	-1.108
788	-1.117
789	-1.08
790	-1.014
791	-1.038
