501	-2.636
502	-2.574
503	-2.525
504	-2.349
505	-2.464
506	-2.64
507	-2.619
508	-2.497
509	-2.31
510	-2.188
511	-2.122
512	-2.292
513	-2.368
514	-2.364
515	-2.323
516	-2.378
517	-2.27
518	-2.239
519	-2.12
520	-2.142
521	-2.121
522	-2.179
523	-2.182
524	-2.176
525	-2.444
526	-2.402
527	-2.513
528	-2.528
529	-2.52
530	-2.238
531	-2.341
532	-2.54
533	-2.532
534	-2.514
535	-2.282
536	-2.215
537	-2.27
538	-2.158
539	-2.098
540	-2.059
541	-2.06
542	-1.972
543	-1.94
544	-1.978
545	-1.995
546	-2.12
547	-2.329
548	-2.317
549	-2.284
550	-2.266
551	-2.185
552	-2.29
553	-2.317
554	-2.364
555	-2.22
556	-2.117
557	-2.004
558	-2.196
559	-2.329
560	-2.246
561	-2.294
562	-2.589
563	-2.655
564	-2.696
565	-2.782
566	-2.886
567	-2.476
568	-2.525
569	-2.382
570	-2.311
571	-2.388
572	-2.36
573	-2.048
574	-2.062
575	-2.163
576	-2.134
577	-2.135
578	-1.932
579	-1.711
580	-1.679
581	-1.576
582	-1.55
583	-1.383
584	-1.465
585	-1.385
586	-1.396
587	-1.373
588	-1.358
589	-1.219
590	-1.151
591	-1.141
592	-1.215
593	-1.027
594	-0.9832
595	-0.9857
596	-1.083
597	-1.002
598	-1.024
599	-1.05
600	-1.048
601	-1.096
602	-1.082
603	-0.8821
604	-0.8996
605	-0.8348
606	-0.8419
607	-0.7385
608	-0.8238
609	-0.7998
610	-0.5931
611	-0.5057
612	-0.5047
613	-0.4666
614	-0.4927
615	-0.3023
616	-0.2928
617	-0.4026
618	-0.3939
619	-0.364
620	-0.3559
621	-0.3381
622	-0.1936
623	-0.1165
624	-0.2259
625	-0.3218
626	-0.3728
627	-0.3973
628	-0.4975
629	-0.5824
630	-0.6199
631	-0.6851
632	-0.7503
633	-0.7337
634	-0.779
635	-0.8265
636	-0.7011
637	-0.4952
638	-0.6759
639	-0.7075
640	-0.5934
641	-0.6481
642	-0.6885
643	-0.741
644	-0.7047
645	-0.6912
646	-0.675
647	-0.6918
648	-0.719
649	-0.5958
650	-0.6297
651	-0.591
652	-0.6035
653	-0.6825
654	-0.4671
655	-0.5376
656	-0.6404
657	-0.7989
658	-0.5833
659	-0.6063
660	-0.637
661	-0.583
662	-0.4844
663	-0.4514
664	-0.5474
665	-0.5834
666	-0.6311
667	-0.5331
668	-0.4824
669	-0.5017
670	-0.4022
671	-0.4991
672	-0.3203
673	-0.532
674	-0.5135
675	-0.3433
676	-0.6447
677	-0.5696
678	-0.5982
679	-0.6237
680	-0.6438
681	-0.664
682	-0.6083
683	-0.5714
684	-0.5495
685	-0.4614
686	-0.3617
687	-0.352
688	-0.2366
689	-0.2914
690	-0.3368
691	-0.3587
692	-0.3392
693	-0.3992
694	-0.2285
695	-0.2893
696	-0.3088
697	-0.3618
698	-0.2921
699	-0.5298
700	-0.5267
701	-0.4734
702	-0.4576
703	-0.5602
704	-0.462
705	-0.3986
706	-0.378
707	-0.4548
708	-0.5238
709	-0.5071
710	-0.5342
711	-0.6612
712	-0.4709
713	-0.4431
714	-0.524
715	-0.5439
716	-0.474
717	-0.4753
718	-0.4254
719	-0.4308
720	-0.5799
721	-0.3326
722	-0.2633
723	-0.3395
724	-0.4037
725	-0.3991
726	-0.5313
727	-0.6896
728	-0.7623
729	-0.7435
730	-0.7059
731	-0.6807
732	-0.6141
733	-0.5779
734	-0.3595
735	-0.2493
736	-0.3335
737	-0.5123
738	-0.6549
739	-0.6951
740	-0.5262
741	-0.4308
742	-0.4206
743	-0.4556
744	-0.5513
745	-0.6698
746	-0.6437
747	-0.7242
748	-0.5981
749	-0.6078
750	-0.6385
751	-0.6498
752	-0.5673
753	-0.5604
754	-0.6618
755	-0.5242
756	-0.5991
757	-0.6082
758	-0.4961
759	-0.498
760	-0.5014
761	-0.5963
762	-0.7216
763	-0.9653
764	-0.916
765	-0.8814
766	-0.8107
767	-0.7976
768	-0.7262
769	-0.8331
770	-0.8031
771	-0.7153
772	-0.8612
773	-0.9017
774	-0.8068
775	-0.7432
776	-0.7413
777	-0.8007
778	-0.7504
779	-0.8491
780	-0.7683
781	-0.7833
782	-0.6756
783	-0.7422
784	-0.8001
785	-0.7115
786	-0.5992
787	-0.5658
788	-0.6377
789	-0.4623
790	-0.6236
791	-0.7201
792	-0.8965
793	-0.8999
794	-0.8161
795	-0.6323
796	-0.8016
797	-0.7324
